region,country_of_origin,total_num,num_men,num_women,total_percent,percent_men,percent_women
Saskatchewan,"    Croatia",415,245,170,0.3,0.4,0.2
Saskatchewan,"    France",310,115,190,0.2,0.2,0.3
Saskatchewan,"    Germany",2100,980,1115,1.5,1.4,1.6
Saskatchewan,"    Greece",500,290,210,0.4,0.4,0.3
Saskatchewan,"    Hungary",325,175,145,0.2,0.3,0.2
Saskatchewan,"    Italy",585,300,280,0.4,0.4,0.4
Saskatchewan,"    Netherlands",965,560,400,0.7,0.8,0.6
Saskatchewan,"    Poland",1080,455,625,0.8,0.7,0.9
Saskatchewan,"    Portugal",200,95,110,0.1,0.1,0.2
Saskatchewan,"    Romania",660,330,335,0.5,0.5,0.5
Saskatchewan,"    Russian Federation",650,270,385,0.5,0.4,0.6
Saskatchewan,"    Serbia",530,250,285,0.4,0.4,0.4
Saskatchewan,"    Ukraine",3165,1505,1665,2.3,2.2,2.4
Saskatchewan,"    United Kingdom",6785,3420,3365,4.9,5,4.8
Saskatchewan,"    Other places of birth in Europe",2940,1455,1490,2.1,2.1,2.1
Saskatchewan,"  Africa",16080,8440,7640,11.7,12.4,11
Saskatchewan,"    Algeria",20,15,10,0,0,0
Saskatchewan,"    Congo, Democratic Republic of the",665,335,330,0.5,0.5,0.5
Saskatchewan,"    Egypt",805,415,385,0.6,0.6,0.6
Saskatchewan,"    Eritrea",1025,535,490,0.7,0.8,0.7
Saskatchewan,"    Ethiopia",775,380,400,0.6,0.6,0.6
Saskatchewan,"    Morocco",190,110,80,0.1,0.2,0.1
Saskatchewan,"    Nigeria",5030,2620,2410,3.7,3.9,3.5
Saskatchewan,"    Somalia",485,240,250,0.4,0.4,0.4
Saskatchewan,"    South Africa, Republic of",2075,1070,1005,1.5,1.6,1.4
Saskatchewan,"    Other places of birth in Africa",5010,2720,2290,3.6,4,3.3
Saskatchewan,"  Asia",86515,42500,44015,62.9,62.6,63.1
Saskatchewan,"    Afghanistan",465,230,235,0.3,0.3,0.3
Saskatchewan,"    Iran",1040,570,470,0.8,0.8,0.7
Saskatchewan,"    Iraq",1440,740,700,1,1.1,1
Saskatchewan,"    Lebanon",220,155,60,0.2,0.2,0.1
Saskatchewan,"    Syria",1405,665,740,1,1,1.1
Saskatchewan,"    Turkey",280,145,135,0.2,0.2,0.2
Saskatchewan,"    China",8650,4065,4585,6.3,6,6.6
Saskatchewan,"    Hong Kong",840,415,420,0.6,0.6,0.6
Saskatchewan,"    Korea, South",1110,560,550,0.8,0.8,0.8
Saskatchewan,"    Taiwan",175,80,95,0.1,0.1,0.1
Saskatchewan,"    Philippines",35960,17025,18930,26.1,25.1,27.2
Saskatchewan,"    Viet Nam",3245,1555,1690,2.4,2.3,2.4
Saskatchewan,"    Bangladesh",3235,1720,1515,2.4,2.5,2.2
Saskatchewan,"    India",15660,8165,7495,11.4,12,10.8
Saskatchewan,"    Pakistan",7110,3630,3480,5.2,5.3,5
Saskatchewan,"    Sri Lanka",435,220,215,0.3,0.3,0.3
Saskatchewan,"    Other places of birth in Asia",5245,2555,2695,3.8,3.8,3.9
Saskatchewan,"  Oceania and other places of birth",725,350,380,0.5,0.5,0.5
Saskatchewan,"Total - Place of birth for the recent immigrant population in private households - 25% sample data",43115,21470,21650,100,100,100
Saskatchewan,"  Americas",2830,1420,1410,6.6,6.6,6.5
Saskatchewan,"    Brazil",170,95,75,0.4,0.4,0.3
Saskatchewan,"    Colombia",90,40,50,0.2,0.2,0.2
Saskatchewan,"    Haiti",0,0,0,0,0,0
Saskatchewan,"    Jamaica",560,295,265,1.3,1.4,1.2
Saskatchewan,"    Mexico",560,315,250,1.3,1.5,1.2
Saskatchewan,"    United States of America",990,465,520,2.3,2.2,2.4
Saskatchewan,"    Venezuela",70,20,45,0.2,0.1,0.2
Saskatchewan,"    Other places of birth in Americas",385,190,195,0.9,0.9,0.9
Saskatchewan,"  Europe",2695,1435,1260,6.3,6.7,5.8
Saskatchewan,"    France",65,30,30,0.2,0.1,0.1
Saskatchewan,"    Germany",100,40,60,0.2,0.2,0.3
Saskatchewan,"    Ireland",180,110,70,0.4,0.5,0.3
Saskatchewan,"    Italy",50,30,15,0.1,0.1,0.1
Saskatchewan,"    Russian Federation",100,35,65,0.2,0.2,0.3
Saskatchewan,"    Ukraine",755,340,415,1.8,1.6,1.9
Saskatchewan,"    United Kingdom",590,385,200,1.4,1.8,0.9
Saskatchewan,"    Other places of birth in Europe",855,465,395,2,2.2,1.8
Saskatchewan,"  Africa",7520,3960,3560,17.4,18.4,16.4
Saskatchewan,"    Algeria",0,0,0,0,0,0
Saskatchewan,"    Burundi",90,50,35,0.2,0.2,0.2
Saskatchewan,"    Cameroon",50,20,35,0.1,0.1,0.2
Saskatchewan,"    Congo, Democratic Republic of the",290,150,140,0.7,0.7,0.6
Saskatchewan,"    Cote d'Ivoire",25,20,10,0.1,0.1,0
Saskatchewan,"    Egypt",390,195,195,0.9,0.9,0.9
Saskatchewan,"    Eritrea",595,310,285,1.4,1.4,1.3
Saskatchewan,"    Ethiopia",315,175,140,0.7,0.8,0.6
Saskatchewan,"    Morocco",85,45,40,0.2,0.2,0.2
Saskatchewan,"    Nigeria",3305,1765,1545,7.7,8.2,7.1
Saskatchewan,"    Somalia",130,60,70,0.3,0.3,0.3
Saskatchewan,"    South Africa, Republic of",775,390,385,1.8,1.8,1.8
Saskatchewan,"    Sudan",300,155,140,0.7,0.7,0.6
Saskatchewan,"    Tunisia",60,40,20,0.1,0.2,0.1
Saskatchewan,"    Other places of birth in Africa",1110,585,525,2.6,2.7,2.4
Saskatchewan,"  Asia",29880,14550,15325,69.3,67.8,70.8
Saskatchewan,"    Afghanistan",140,50,85,0.3,0.2,0.4
Saskatchewan,"    Bangladesh",1220,615,610,2.8,2.9,2.8
Saskatchewan,"    China",3690,1775,1910,8.6,8.3,8.8
Saskatchewan,"    Hong Kong",140,75,65,0.3,0.3,0.3
Saskatchewan,"    India",7940,4055,3885,18.4,18.9,17.9
Saskatchewan,"    Iran",335,180,155,0.8,0.8,0.7
Saskatchewan,"    Iraq",305,155,150,0.7,0.7,0.7
Saskatchewan,"    Israel",50,20,25,0.1,0.1,0.1
Saskatchewan,"    Japan",40,15,30,0.1,0.1,0.1
Saskatchewan,"    Jordan",105,50,55,0.2,0.2,0.3
Saskatchewan,"    Korea, South",275,135,140,0.6,0.6,0.6
Saskatchewan,"    Lebanon",75,60,20,0.2,0.3,0.1
Saskatchewan,"    Nepal",130,75,50,0.3,0.3,0.2
Saskatchewan,"    Pakistan",1685,820,860,3.9,3.8,4
Saskatchewan,"    Philippines",10460,4875,5585,24.3,22.7,25.8
Saskatchewan,"    Saudi Arabia",285,125,160,0.7,0.6,0.7
Saskatchewan,"    Sri Lanka",65,35,35,0.2,0.2,0.2
Saskatchewan,"    Syria",1245,600,645,2.9,2.8,3
Saskatchewan,"    Turkey",75,30,40,0.2,0.1,0.2
Saskatchewan,"    United Arab Emirates",195,90,105,0.5,0.4,0.5
Saskatchewan,"    Viet Nam",865,440,420,2,2,1.9
Saskatchewan,"    Other places of birth in Asia",550,260,290,1.3,1.2,1.3
Saskatchewan,"  Oceania and other",195,100,95,0.5,0.5,0.4
Saskatchewan,"    Australia",95,40,50,0.2,0.2,0.2
Saskatchewan,"    Other places of birth",100,55,40,0.2,0.3,0.2
Alberta,"  Americas",110855,51790,59065,11.4,11.1,11.7
Alberta,"    Brazil",3800,1590,2210,0.4,0.3,0.4
Alberta,"    Colombia",10385,4855,5535,1.1,1,1.1
Alberta,"    El Salvador",6940,3340,3600,0.7,0.7,0.7
Alberta,"    Guyana",2375,1175,1205,0.2,0.3,0.2
Alberta,"    Haiti",1370,745,625,0.1,0.2,0.1
Alberta,"    Jamaica",8695,4160,4530,0.9,0.9,0.9
Alberta,"    Mexico",17990,8935,9055,1.9,1.9,1.8
Alberta,"    Peru",1905,825,1075,0.2,0.2,0.2
Alberta,"    Trinidad and Tobago",3360,1560,1800,0.3,0.3,0.4
Alberta,"    United States of America",30540,13490,17050,3.1,2.9,3.4
Alberta,"    Other places of birth in Americas",23500,11110,12395,2.4,2.4,2.5
Alberta,"  Europe",180590,90195,90395,18.6,19.3,18
Alberta,"    Bosnia and Herzegovina",4335,2155,2185,0.4,0.5,0.4
Alberta,"    Croatia",3405,1710,1700,0.4,0.4,0.3
Alberta,"    France",2720,1330,1390,0.3,0.3,0.3
Alberta,"    Germany",16635,8000,8635,1.7,1.7,1.7
Alberta,"    Greece",1895,1035,855,0.2,0.2,0.2
Alberta,"    Hungary",3080,1505,1580,0.3,0.3,0.3
Alberta,"    Italy",6990,3605,3380,0.7,0.8,0.7
Alberta,"    Netherlands",12730,6680,6050,1.3,1.4,1.2
Alberta,"    Poland",15595,7280,8315,1.6,1.6,1.7
Alberta,"    Portugal",3730,1895,1835,0.4,0.4,0.4
Alberta,"    Romania",7190,3585,3605,0.7,0.8,0.7
Alberta,"    Russian Federation",7470,3205,4260,0.8,0.7,0.8
Alberta,"    Serbia",2220,1075,1145,0.2,0.2,0.2
Alberta,"    Ukraine",8915,4050,4870,0.9,0.9,1
Alberta,"    United Kingdom",56675,29555,27125,5.8,6.3,5.4
Alberta,"    Other places of birth in Europe",26990,13535,13460,2.8,2.9,2.7
Alberta,"  Africa",119295,60715,58580,12.3,13,11.7
Alberta,"    Algeria",1220,665,560,0.1,0.1,0.1
Alberta,"    Congo, Democratic Republic of the",3215,1640,1575,0.3,0.4,0.3
Alberta,"    Egypt",6760,3660,3095,0.7,0.8,0.6
Alberta,"    Eritrea",9720,5230,4495,1,1.1,0.9
Alberta,"    Ethiopia",14420,7085,7340,1.5,1.5,1.5
Alberta,"    Morocco",2130,1100,1035,0.2,0.2,0.2
Alberta,"    Nigeria",21065,10925,10145,2.2,2.3,2
Alberta,"    Somalia",8545,4260,4285,0.9,0.9,0.9
Alberta,"    South Africa, Republic of",8960,4430,4535,0.9,0.9,0.9
Alberta,"    Other places of birth in Africa",43250,21720,21530,4.5,4.6,4.3
Alberta,"  Asia",549965,260520,289440,56.6,55.6,57.6
Alberta,"    Afghanistan",6585,3235,3350,0.7,0.7,0.7
Alberta,"    Iran",8865,4625,4245,0.9,1,0.8
Alberta,"    Iraq",6220,3225,2990,0.6,0.7,0.6
Alberta,"    Lebanon",9960,5375,4585,1,1.1,0.9
Alberta,"    Syria",9975,5310,4665,1,1.1,0.9
Alberta,"    Turkey",2830,1575,1260,0.3,0.3,0.3
Alberta,"    China",61390,27935,33455,6.3,6,6.7
Alberta,"    Hong Kong",18725,9090,9630,1.9,1.9,1.9
Alberta,"    Korea, South",16180,7545,8635,1.7,1.6,1.7
Alberta,"    Taiwan",3395,1415,1980,0.3,0.3,0.4
Alberta,"    Philippines",167735,74205,93530,17.3,15.8,18.6
Alberta,"    Viet Nam",27880,12700,15180,2.9,2.7,3
Alberta,"    Bangladesh",6035,3080,2960,0.6,0.7,0.6
Alberta,"    India",122150,61405,60740,12.6,13.1,12.1
Alberta,"    Pakistan",30810,15690,15120,3.2,3.4,3
Alberta,"    Sri Lanka",4930,2490,2445,0.5,0.5,0.5
Alberta,"    Other places of birth in Asia",46305,21615,24690,4.8,4.6,4.9
Alberta,"  Oceania and other places of birth",10275,5030,5240,1.1,1.1,1
Alberta,"Total - Place of birth for the recent immigrant population in private households - 25% sample data",193170,91815,101360,100,100,100
Alberta,"  Americas",19300,8985,10320,10,9.8,10.2
Alberta,"    Brazil",1365,555,810,0.7,0.6,0.8
Alberta,"    Colombia",1310,535,775,0.7,0.6,0.8
Alberta,"    Haiti",220,135,85,0.1,0.1,0.1
Alberta,"    Jamaica",2130,985,1145,1.1,1.1,1.1
Alberta,"    Mexico",4165,2140,2025,2.2,2.3,2
Alberta,"    United States of America",5175,2460,2715,2.7,2.7,2.7
Alberta,"    Venezuela",1220,525,695,0.6,0.6,0.7
Alberta,"    Other places of birth in Americas",3715,1645,2070,1.9,1.8,2
Alberta,"  Europe",15750,7955,7795,8.2,8.7,7.7
Alberta,"    France",405,200,200,0.2,0.2,0.2
Alberta,"    Germany",750,310,445,0.4,0.3,0.4
Alberta,"    Ireland",1060,640,425,0.5,0.7,0.4
Alberta,"    Italy",470,285,180,0.2,0.3,0.2
Alberta,"    Russian Federation",1090,395,695,0.6,0.4,0.7
Alberta,"    Ukraine",2045,920,1125,1.1,1,1.1
Alberta,"    United Kingdom",3800,2170,1630,2,2.4,1.6
Alberta,"    Other places of birth in Europe",6135,3045,3090,3.2,3.3,3
Alberta,"  Africa",34320,16870,17450,17.8,18.4,17.2
Alberta,"    Algeria",155,50,105,0.1,0.1,0.1
Alberta,"    Burundi",450,220,230,0.2,0.2,0.2
Alberta,"    Cameroon",905,385,520,0.5,0.4,0.5
Alberta,"    Congo, Democratic Republic of the",920,450,465,0.5,0.5,0.5
Alberta,"    Cote d'Ivoire",265,125,140,0.1,0.1,0.1
Alberta,"    Egypt",1190,595,595,0.6,0.6,0.6
Alberta,"    Eritrea",5120,2665,2450,2.7,2.9,2.4
Alberta,"    Ethiopia",3960,1865,2100,2.1,2,2.1
Alberta,"    Morocco",510,215,290,0.3,0.2,0.3
Alberta,"    Nigeria",9840,4950,4890,5.1,5.4,4.8
Alberta,"    Somalia",1960,970,985,1,1.1,1
Alberta,"    South Africa, Republic of",1950,1025,930,1,1.1,0.9
Alberta,"    Sudan",1135,530,605,0.6,0.6,0.6
Alberta,"    Tunisia",250,150,105,0.1,0.2,0.1
Alberta,"    Other places of birth in Africa",5725,2680,3040,3,2.9,3
Alberta,"  Asia",122360,57210,65145,63.3,62.3,64.3
Alberta,"    Afghanistan",1350,655,700,0.7,0.7,0.7
Alberta,"    Bangladesh",1135,540,590,0.6,0.6,0.6
Alberta,"    China",9495,4095,5400,4.9,4.5,5.3
Alberta,"    Hong Kong",730,330,395,0.4,0.4,0.4
Alberta,"    India",31815,16070,15745,16.5,17.5,15.5
Alberta,"    Iran",1420,665,750,0.7,0.7,0.7
Alberta,"    Iraq",1305,625,680,0.7,0.7,0.7
Alberta,"    Israel",660,365,295,0.3,0.4,0.3
Alberta,"    Japan",335,50,285,0.2,0.1,0.3
Alberta,"    Jordan",455,235,220,0.2,0.3,0.2
Alberta,"    Korea, South",3425,1440,1990,1.8,1.6,2
Alberta,"    Lebanon",955,455,500,0.5,0.5,0.5
Alberta,"    Nepal",1365,670,695,0.7,0.7,0.7
Alberta,"    Pakistan",4085,1950,2130,2.1,2.1,2.1
Alberta,"    Philippines",47605,21395,26215,24.6,23.3,25.9
Alberta,"    Saudi Arabia",690,360,325,0.4,0.4,0.3
Alberta,"    Sri Lanka",740,370,365,0.4,0.4,0.4
Alberta,"    Syria",7295,3900,3400,3.8,4.2,3.4
Alberta,"    Turkey",845,405,440,0.4,0.4,0.4
Alberta,"    United Arab Emirates",690,375,315,0.4,0.4,0.3
Alberta,"    Viet Nam",1760,580,1180,0.9,0.6,1.2
Alberta,"    Other places of birth in Asia",4205,1670,2540,2.2,1.8,2.5
Alberta,"  Oceania and other",1445,785,655,0.7,0.9,0.6
Alberta,"    Australia",940,510,430,0.5,0.6,0.4
Alberta,"    Other places of birth",500,280,220,0.3,0.3,0.2
"British Columbia","  Americas",126075,58445,67635,8.8,8.8,8.9
"British Columbia","    Brazil",8765,4120,4645,0.6,0.6,0.6
"British Columbia","    Colombia",5450,2440,3010,0.4,0.4,0.4
"British Columbia","    El Salvador",5770,2990,2780,0.4,0.4,0.4
"British Columbia","    Guyana",1400,585,815,0.1,0.1,0.1
"British Columbia","    Haiti",490,285,210,0,0,0
"British Columbia","    Jamaica",4295,2190,2105,0.3,0.3,0.3
"British Columbia","    Mexico",13385,5910,7480,0.9,0.9,1
"British Columbia","    Peru",3510,1535,1975,0.2,0.2,0.3
"British Columbia","    Trinidad and Tobago",2725,1255,1470,0.2,0.2,0.2
"British Columbia","    United States of America",59920,27535,32380,4.2,4.1,4.3
"British Columbia","    Other places of birth in Americas",20355,9600,10760,1.4,1.4,1.4
"British Columbia","  Europe",307495,151050,156445,21.6,22.7,20.6
"British Columbia","    Bosnia and Herzegovina",4510,2205,2305,0.3,0.3,0.3
"British Columbia","    Croatia",5390,2670,2725,0.4,0.4,0.4
"British Columbia","    France",7025,3650,3380,0.5,0.5,0.4
"British Columbia","    Germany",30910,14710,16200,2.2,2.2,2.1
"British Columbia","    Greece",3350,1895,1460,0.2,0.3,0.2
"British Columbia","    Hungary",5115,2395,2720,0.4,0.4,0.4
"British Columbia","    Italy",13410,6920,6490,0.9,1,0.9
"British Columbia","    Netherlands",16070,7985,8085,1.1,1.2,1.1
"British Columbia","    Poland",14305,6610,7700,1,1,1
"British Columbia","    Portugal",7785,3765,4020,0.5,0.6,0.5
"British Columbia","    Romania",9370,4490,4885,0.7,0.7,0.6
"British Columbia","    Russian Federation",12170,5240,6930,0.9,0.8,0.9
"British Columbia","    Serbia",4565,2275,2285,0.3,0.3,0.3
"British Columbia","    Ukraine",9450,4390,5060,0.7,0.7,0.7
"British Columbia","    United Kingdom",116525,58485,58045,8.2,8.8,7.6
"British Columbia","    Other places of birth in Europe",47545,23380,24170,3.3,3.5,3.2
"British Columbia","  Africa",53330,27245,26085,3.7,4.1,3.4
"British Columbia","    Algeria",510,325,185,0,0,0
"British Columbia","    Congo, Democratic Republic of the",1005,540,465,0.1,0.1,0.1
"British Columbia","    Egypt",3310,1900,1410,0.2,0.3,0.2
"British Columbia","    Eritrea",2485,1440,1050,0.2,0.2,0.1
"British Columbia","    Ethiopia",2590,1305,1285,0.2,0.2,0.2
"British Columbia","    Morocco",1270,610,655,0.1,0.1,0.1
"British Columbia","    Nigeria",3585,1880,1700,0.3,0.3,0.2
"British Columbia","    Somalia",1240,625,620,0.1,0.1,0.1
"British Columbia","    South Africa, Republic of",15380,7710,7670,1.1,1.2,1
"British Columbia","    Other places of birth in Africa",21955,10905,11050,1.5,1.6,1.5
"British Columbia","  Asia",905585,412460,493125,63.5,62,64.9
"British Columbia","    Afghanistan",6245,3065,3185,0.4,0.5,0.4
"British Columbia","    Iran",45970,23175,22795,3.2,3.5,3
"British Columbia","    Iraq",7000,3750,3245,0.5,0.6,0.4
"British Columbia","    Lebanon",2455,1390,1065,0.2,0.2,0.1
"British Columbia","    Syria",6545,3420,3130,0.5,0.5,0.4
"British Columbia","    Turkey",3095,1690,1410,0.2,0.3,0.2
"British Columbia","    China",217970,94905,123065,15.3,14.3,16.2
"British Columbia","    Hong Kong",78855,36815,42035,5.5,5.5,5.5
"British Columbia","    Korea, South",47520,21345,26180,3.3,3.2,3.4
"British Columbia","    Taiwan",40445,18100,22340,2.8,2.7,2.9
"British Columbia","    Philippines",131645,54350,77300,9.2,8.2,10.2
"British Columbia","    Viet Nam",32390,14475,17915,2.3,2.2,2.4
"British Columbia","    Bangladesh",3035,1520,1520,0.2,0.2,0.2
"British Columbia","    India",197115,96630,100480,13.8,14.5,13.2
"British Columbia","    Pakistan",13345,6910,6430,0.9,1,0.8
"British Columbia","    Sri Lanka",5375,2595,2775,0.4,0.4,0.4
"British Columbia","    Other places of birth in Asia",66580,28320,38260,4.7,4.3,5
"British Columbia","  Oceania and other places of birth",33225,16430,16800,2.3,2.5,2.2
"British Columbia","Total - Place of birth for the recent immigrant population in private households - 25% sample data",197420,94095,103330,100,100,100
"British Columbia","  Americas",22835,10990,11850,11.6,11.7,11.5
"British Columbia","    Brazil",5130,2430,2695,2.6,2.6,2.6
"British Columbia","    Colombia",1075,495,580,0.5,0.5,0.6
"British Columbia","    Haiti",35,25,15,0,0,0
"British Columbia","    Jamaica",1005,515,490,0.5,0.5,0.5
"British Columbia","    Mexico",3045,1450,1595,1.5,1.5,1.5
"British Columbia","    United States of America",8760,4325,4430,4.4,4.6,4.3
"British Columbia","    Venezuela",530,205,330,0.3,0.2,0.3
"British Columbia","    Other places of birth in Americas",3265,1545,1720,1.7,1.6,1.7
"British Columbia","  Europe",25290,13375,11920,12.8,14.2,11.5
"British Columbia","    France",1730,935,795,0.9,1,0.8
"British Columbia","    Germany",1380,680,705,0.7,0.7,0.7
"British Columbia","    Ireland",2420,1485,935,1.2,1.6,0.9
"British Columbia","    Italy",995,555,445,0.5,0.6,0.4
"British Columbia","    Russian Federation",2075,835,1235,1.1,0.9,1.2
"British Columbia","    Ukraine",1935,885,1045,1,0.9,1
"British Columbia","    United Kingdom",7675,4510,3165,3.9,4.8,3.1
"British Columbia","    Other places of birth in Europe",7090,3490,3605,3.6,3.7,3.5
"British Columbia","  Africa",10465,5545,4915,5.3,5.9,4.8
"British Columbia","    Algeria",65,40,20,0,0,0
"British Columbia","    Burundi",110,35,75,0.1,0,0.1
"British Columbia","    Cameroon",120,70,50,0.1,0.1,0
"British Columbia","    Congo, Democratic Republic of the",340,205,140,0.2,0.2,0.1
"British Columbia","    Cote d'Ivoire",40,25,10,0,0,0
"British Columbia","    Egypt",610,350,255,0.3,0.4,0.2
"British Columbia","    Eritrea",1515,935,585,0.8,1,0.6
"British Columbia","    Ethiopia",620,340,275,0.3,0.4,0.3
"British Columbia","    Morocco",275,115,160,0.1,0.1,0.2
"British Columbia","    Nigeria",1770,925,845,0.9,1,0.8
"British Columbia","    Somalia",255,130,125,0.1,0.1,0.1
"British Columbia","    South Africa, Republic of",1965,945,1015,1,1,1
"British Columbia","    Sudan",235,115,120,0.1,0.1,0.1
"British Columbia","    Tunisia",115,60,55,0.1,0.1,0.1
"British Columbia","    Other places of birth in Africa",2420,1245,1180,1.2,1.3,1.1
"British Columbia","  Asia",134395,61590,72805,68.1,65.5,70.5
"British Columbia","    Afghanistan",1325,700,625,0.7,0.7,0.6
"British Columbia","    Bangladesh",655,340,315,0.3,0.4,0.3
"British Columbia","    China",31450,13060,18390,15.9,13.9,17.8
